Entreupeneur Profile,2016 Rank,Company,Category Detail,Franchise 500 Rank,Initial Investment,High,Change In Units 1 Yr,Change In Units 3 Yr,Founded,Franchising Since,Corporate Address,Ceo,Parent Company,About,Net Worth Requirement,Liquid Cash Requirement,Initial Franchise Fee,Financing Options,Veteran Incentives,Previous Ranks,Highest Rank,Lowest Rank,Where Seeking Franchisees,Operations
https://www.entrepreneur.com/franchises/sculpturehospitality/282132,131,Sculpture Hospitality,Bar and restaurant management solutions,#131 Franchise 500,"$43,400 ","$57,100 ",+1.8% +7 UNITS,+6.6% +25 UNITS,1987,1990 (26 Years),"210-515 Consumers Rd. Toronto, ON M2J 4Z2",Dan Smith,,"Sculpture Hospitality;Sculpture Hospitality, formerly known as Bevintel, was formed in 1987 to assist bar and restaurant owners with its liquor inventory system. Today, the company has expanded throughout the US and Canada and into 33 other countries. It has also added new products such as food inventory systems, draft beer management programs, and sales and training products for the hospitality industry.","$50,000 ","$30,000 ","$39,900 - $49,900",Sculpture Hospitality offers in-house financing to cover the following: franchise fee,,,122,418,worldwide,Training Onsite: 5 days;Training at headquarters: 4 days;Ongoing Support;Newsletter;Meetings;Toll-Free Line;Internet;Field Operations;Marketing Support;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 2
https://www.entrepreneur.com/franchises/onceuponachild/282652,132,Once Upon A Child,"New and used children's clothing, equipment, furniture, toys",#132 Franchise 500,"$254,500 ","$392,200 ",+7.3% +23 UNITS,+13.9% +44 UNITS,1984,1992 (24 Years),"605 Hwy. 169 N., #400 Minneapolis, MN 55441",Brett Heffes,Winmark Corp.,"Once Upon A Child;Founded in 1984 in Columbus, Ohio, Once Upon A Child specializes in selling new and used children's clothes, toys, furniture and equipment. Franchises were first offered in 1992. The company is owned by Winmark (formerly Grow Biz), which also franchises Music Go Round, Plato's Closet, Style Encore and Play It Again Sports.","$250,000 ","$76,350 - $117,660","$25,000 ",,,,132,408,,Training Onsite: 4 days;Training at headquarters: 10 days;Ongoing Support;Meetings;Toll-Free Line;Grand Opening;Field Operations;Number of employees required to run: 3 - 5
https://www.entrepreneur.com/franchises/firstchoicehaircutters/282347,133,First Choice Haircutters,Family hair salons,#133 Franchise 500,"$162,000 ","$281,000 ",,,1980,1980 (36 Years),"6465 Millcreek Dr., #210 Mississauga, ON L5N 5R6",Dan Hanrahan,Regis,"First Choice Haircutters;In 1980, A. Bud Cowan started First Choice Haircutters as a low-priced hair salon for the entire family, offering a ""no appointment necessary"" concept for on-the-go customers. Two years later, the company started franchising the concept.;First Choice Haircutters is now owned by Regis Corp., which also franchises City Looks, Cost Cutters Family Hair Care, Pro-Cuts, Magicuts and Supercuts.","$500,000 ","$150,000 ","$29,500 ","First Choice Haircutters has relationships with third-party sources which offer financing to cover the following;startup costs, equipment, inventory",,,101,198,,Training at headquarters: 5 days;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;National Media;Number of employees required to run: 6 - 6
https://www.entrepreneur.com/franchises/rainbowintlrestorationcleaning/282742,134,Rainbow Int'l. Restoration & Cleaning,Indoor cleaning and restoration,#134 Franchise 500,"$171,675 ","$278,100 ",+6.9% +23 UNITS,+6.0% +20 UNITS,1981,1981 (35 Years),"1010 N. University Parks Dr. Waco, TX 76707",Mark Welstead,The Dwyer Group,"Rainbow Int'l. Restoration & Cleaning;Established in 1981, Rainbow Int'l. provides residential and commercial restoration and cleaning services. Franchisees offer a broad range of damage restoration services from locations worldwide. Rainbow Int'l. is a subsidiary of The Dwyer Group.","$150,000 ","$50,000 ","$35,000 ",Rainbow Int'l. Restoration & Cleaning offers in-house financing to cover the following: franchise fee,15% off franchise fee,,103,451,,"Training Onsite: ongoing;Training at headquarters: 3 weeks;Additional Training: Regional training, annual reunion;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Marketing Support;Co-op Advertising;Regional Media;National Media;Number of employees required to run: 1 - 3"
https://www.entrepreneur.com/franchises/primroseschoolfranchisingco/282721,135,Primrose School Franchising Co.,Educational child care,#135 Franchise 500,"$677,180 ","$5,777,078 ",+5.3% +16 UNITS,+8.7% +26 UNITS,1982,1988 (28 Years),"3660 Cedarcrest Rd. Acworth, GA 30101",Jo Kirchner,,"Primrose School Franchising Co.;Primrose Schools offer year-round programs for children from six weeks to six years old, including after-school enrichment and summer programs. Each school is a licensed educational childcare facility.;Primrose School Franchising Co. provides continuing education for all teachers, as well as corporate Quality Assurance programs.",,"$422,000 - $693,000","$70,000 ","Primrose School Franchising Co. has relationships with third-party sources which offer financing to cover the following;startup costs, equipment, inventory, accounts receivable, payroll","$20,000 off franchise fee",,132,193,throughout the US,Training Onsite: 10 days (80 hours);Training at headquarters: 11-12 days (92 hours);Additional Training: At training school;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;Regional Media;National Media
https://www.entrepreneur.com/franchises/doubletreebyhilton/284273,136,Doubletree by Hilton,Upscale hotels and resorts,#136 Franchise 500,"$35,493,750 ","$62,397,125 ",+9.4% +40 UNITS,+13.1% +56 UNITS,1969,1989 (27 Years),"7930 Jones Branch Dr., #1100 McLean, VA 22102",Christopher Nassetta,Hilton Worldwide,"Doubletree by Hilton;The first Doubletree hotel opened in 1969 in Scottsdale, Arizona. Franchising began in 1989, and ten years later the company was acquired by Hilton Hotels Worldwide. At every Doubletree location, guests are given a warm chocolate chip and walnut cookie at check-in.",,,"$75,000 ","Doubletree by Hilton has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment, inventory, accounts receivable, payroll",,,128,242,worldwide,Training Onsite: varies;Training at headquarters: varies;Additional Training: General manager training prior to certification for opening;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 100
https://www.entrepreneur.com/franchises/weichertrealestateaffiliatesinc/293293,137,Weichert Real Estate Affiliates Inc.,Real estate,#137 Franchise 500,"$50,000 ","$364,700 ",+7.2% +30 UNITS,+10.6% +44 UNITS,1969,2000 (16 Years),"225 Littleton Rd. Morris Plains, NJ 07950",Denise Smith,,"Weichert Real Estate Affiliates Inc.;Jim Weichert opened his first real estate office in Chatham, New Jersey, in 1969. He began franchising in 2000, and today the company is based in Morris Plains, New Jersey. Franchisees help customers buy and sell both residential and commercial real estate, and streamline the delivery of mortgages and home and title insurance.","$150,000 ",,"$25,000 ",,,,137,322,throughout the US,"Training Onsite: 2 days;Training at headquarters: 5 days;Additional Training: Annual conference, quarterly workshops (local);Ongoing Support;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Field Operations;Marketing Support;Co-op Advertising;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 5"
https://www.entrepreneur.com/franchises/knightsinn/282503,138,Knights Inn,Hotels,#138 Franchise 500,"$102,384 ","$7,243,349 ",,+2.8% +11 UNITS,1972,1991 (25 Years),"22 Sylvan Wy. Parsippany, NJ 07054",Geoff Ballotti,Wyndham Hotel Group,"Knights Inn;Knights Inn, a hotel chain with more than 230 locations in North America, was founded in 1972. The franchise, which is operated by Cendant Corp., provides limited-service, budget lodging to families, senior citizens, business travelers, truckers and other value-conscious travelers.;Knights Inn looks for franchisees with hotel management or operation experience.",,,"$7,000 ","Knights Inn offers in-house financing to cover the following: franchise fee, startup costs",,,106,235,,"Training Onsite: 3-4 days;Training at headquarters: 4 days;Additional Training: Regional workshops, property training;Ongoing Support;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Regional Media;National Media;Absentee Ownership Allowed"
https://www.entrepreneur.com/franchises/pennstationeastcoastsubs/282673,139,Penn Station East Coast Subs,Grilled subs,#139 Franchise 500,"$313,725 ","$588,911 ",+6.1% +18 UNITS,+12.1% +36 UNITS,1985,1987 (29 Years),"1226 U.S. Hwy. 50 Milford, OH 45150",Jeffrey Osterfeld,Osterfeld Enterprises,"Penn Station East Coast Subs;Jeff Osterfeld opened his first quick-service restaurant, Jeffrey's Delicatessen, in Dayton, Ohio, in 1983. A visit to the east coast inspired him to add Philly cheesesteaks to his menu. Then in 1985, he made cheesesteaks the star of the menu in his second restaurant, the first Penn Station, in Cincinnati. Franchising of the concept began two years later.","$500,000 ","$300,000 ","$25,000 ","Penn Station East Coast Subs has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment, inventory, accounts receivable, payroll",,,136,206,in the following regions/states;See List,Training Onsite: 7-14 days;Training at headquarters: 30 days;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Grand Opening;Internet;Field Operations;Marketing Support;Co-op Advertising;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 15
https://www.entrepreneur.com/franchises/clubzinhometutoringservices/317769,140,Club Z! In-Home Tutoring Services,In-home tutoring,#140 Franchise 500,"$33,600 ","$57,550 ",,,1995,1998 (18 Years),"17425 Bridge Hill Ct., #200 Tampa, FL 33647",Mark Lucas,,"Club Z! In-Home Tutoring Services;The first Club Z! opened in Tampa, Florida, in 1995 and Tampa remains the location of the company's headquarters today. Franchisees offer one-on-one in-home tutoring services, including ACT and SAT prep, foreign languages, computers and music, and other academic subjects.;As an approved supplemental educational services provider in over 40 states, Club Z! also provides free tutoring at libraries, community centers, churches, and schools. Club Z! franchise owners can also offer online test prep, subject tutoring and our ON-Demand homework help program for additional revenue.","$100,000 ","$40,000 ","$19,750 - $39,750","Club Z! In-Home Tutoring Services has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment, inventory, accounts receivable, payroll",10% off franchise fee,,93,236,worldwide,Training at headquarters: 2 days;Ongoing Support;Newsletter;Meetings;Toll-Free Line;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 1 - 1
https://www.entrepreneur.com/franchises/baymontinnsuites/282161,141,Baymont Inn & Suites,Hotels,#141 Franchise 500,"$185,589 ","$6,360,949 ",+3.7% +14 UNITS,+15.7% +60 UNITS,1974,1987 (29 Years),"22 Sylvan Wy. Parsippany, NJ 07054",Geoff Ballotti,Wyndham Hotel Group,"Baymont Inn & Suites;Founded in 1973, Baymont Inns & Suites provides lodging to business and leisure travelers across the United States. Each location features in-room desks, pay-per-view movies and video games, free breakfast, and nonsmoking and handicapped-accessible rooms. Baymont Inns & Suites also offer conference rooms, fax service and computer data ports.",,,"$26,000 - $27,500","Baymont Inn & Suites offers in-house financing to cover the following: franchise fee, startup costs",,,121,266,,"Training Onsite: 3-4 days;Training at headquarters: 4 days;Additional Training: Regional workshops, 1-3 days, customized property training, varies with fees;Ongoing Support;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Regional Media;National Media;Absentee Ownership Allowed"
https://www.entrepreneur.com/franchises/wienerschnitzel/282940,142,Wienerschnitzel,"Hot dogs, ice cream",#142 Franchise 500,"$303,600 ","$1,340,500 ",,,1961,1965 (51 Years),"7700 Irvine Center Dr., #550 Irvine, CA 92618",Cindy Culpepper,Galardi Group,,"$600,000 ","$250,000 ","$10,000 - $32,000",Wienerschnitzel has relationships with third-party sources which offer financing to cover the following;equipment,25% off franchise fee,2006 - 171;2016 - 142;* Not all years were ranked,,,in the following regions/states;See List,Training Onsite: 7-14 days;Training at headquarters: 60 days;Additional Training: At training store;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Grand Opening;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;National Media
https://www.entrepreneur.com/franchises/aamcotransmissionsandtotalcarcare/282060,143,AAMCO Transmissions and Total Car Care,Transmission repair and car care,#143 Franchise 500,"$227,400 ","$333,000 ",,,1963,1963 (53 Years),"201 Gibraltar Rd. Horsham, PA 19044",Brett Ponton,American Driveline Systems Inc.,AAMCO Transmissions and Total Car Care;Robert Morgan opened the first AAMCO in Philadelphia in 1963 and quickly expanded into franchising in November of that year. There are now hundreds of AAMCO centers in the United States and Canada.,"$250,000 ","$65,000 ","$39,500 ","AAMCO Transmissions and Total Car Care has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment, inventory, accounts receivable, payroll","$8,000 off franchise fee",,51,143,worldwide,"Training Onsite: 5 days;Training at headquarters: 14 days;Additional Training: At corporate training facility, online, and at franchisee's location;Ongoing Support;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Ad Slicks;National Media;Absentee Ownership Allowed;Number of employees required to run: 5"
https://www.entrepreneur.com/franchises/wildbirdsunlimited/282942,144,Wild Birds Unlimited,Bird-feeding supplies and nature gift items,#144 Franchise 500,"$125,978 ","$199,172 ",+0.7% +2 UNITS,+1.7% +5 UNITS,1981,1983 (33 Years),"11711 N. College Ave., #146 Carmel, IN 46032",Jim Carpenter,Wild Birds Unlimited Inc.,"Wild Birds Unlimited;Jim Carpenter opened the first Wild Birds Unlimited store in Indianapolis in 1981. In 1983 he began franchising, and the company is now based in Carmel, Indiana. Each store sells bird-feeding and bird-watching supplies, including birdhouses, feeders, food and binoculars.","$300,000 ","$40,000 - $50,000","$25,000 ",Wild Birds Unlimited offers in-house financing to cover the following: franchise fee,15% off franchise fee,,123,364,,Training Onsite: 2 days + 5 days at certified t;Training at headquarters: 5 days;Additional Training: At annual meeting;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Field Operations;Marketing Support;Ad Slicks;Regional Media;Number of employees required to run: 4
https://www.entrepreneur.com/franchises/thehoneybakedhamcocafe/282438,145,The HoneyBaked Ham Co. & Cafe,Specialty ham and turkey stores/cafes,#145 Franchise 500,"$291,800 ","$449,100 ",,,1957,1998 (18 Years),"3875 Mansell Rd. Alpharetta, GA 30022-1532",Paul Roth,,"The HoneyBaked Ham Co. & Cafe;After inventing the spiral slicer, Harry Hoenselaar founded The HoneyBaked Ham Co. and Cafe in 1957. Family-owned and operated for three generations, the company has more than 300 locations in the United States. Incorporated in 1974, the Atlanta-based company has a catalog division, corporate sales businesses and a temporary holiday store system. The company purchased The Hickory Ham Co. and its 40 franchise stores.;In addition to its sweetly glazed ham, the company offers HoneyBaked turkey breast, side dishes, cheesecake, key lime pie and sandwiches. HoneyBaked Ham offers a corporate gift-giving program, employee recognition options, and catered meals for holidays and business functions.","$300,000 ","$100,000 ","$30,000 ","The HoneyBaked Ham Co. & Cafe has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment, inventory","$10,000 off franchise fee",,145,370,throughout the U.S.,Training Onsite: 7 days;Training at headquarters: 14 days;Ongoing Support;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Ad Slicks;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 7 - 10
https://www.entrepreneur.com/franchises/mcalistersdeli/282568,146,McAlister's Deli,"Sandwiches, salads, baked potatoes",#146 Franchise 500,"$579,000 ","$1,457,500 ",+9.4% +34 UNITS,+11.6% +42 UNITS,1989,1994 (22 Years),"5620 Glenridge Dr. Atlanta, GA 30342",Rick Altizer,Focus Brands,"McAlister's Deli;Founder Don Newcomb's goal when he launched McAlister's Deli in 1989 was to create a ""gourmet deli with Southern charm.;The restaurants serve sandwiches, salads, stuffed baked potatoes, appetizers, desserts and kid's meals. Customers make their selections at the counter, receive their appetizers and drinks and then sit wherever they choose, while roving servers bring their food and drink refills.","$1,500,000 ","$750,000 ","$35,000 ","McAlister's Deli has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment, inventory, accounts receivable, payroll","$5,000 off franchise fee",,136,164,throughout the US,Training Onsite: 5 days;Training at headquarters: 14 days;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 40
https://www.entrepreneur.com/franchises/fishwindowcleaningservicesinc/282348,147,Fish Window Cleaning Services Inc.,Window cleaning,#147 Franchise 500,"$83,225 ","$146,200 ",+1.2% +3 UNITS,+5.0% +13 UNITS,1978,1998 (18 Years),"200 Enchanted Pkwy. Manchester, MO 63021",S. Michael Merrick,,"Fish Window Cleaning Services Inc.;S. Michael Merrick had lost his job as a bank manager when the window washer for the branch said he was interested in selling his business. Merrick looked at the company's books and was impressed with what he saw--low overhead and virtually no inventory. In 1978 Merrick and his wife, Linda, purchased the company, renamed it, and Fish Window Cleaning was born.;After 20 years of cleaning windows, screens, gutters, skylights and chandeliers in the St. Louis, Missouri, area, the Merricks began franchising.","$150,000 - $500,000","$60,000 - $150,000","$34,900 - $59,900","Fish Window Cleaning Services Inc. has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment, inventory, accounts receivable, payroll",10% off franchise fee,,119,247,throughout the US,Training Onsite: 3-5 days;Training at headquarters: 5 days;Additional Training: Webinars;Ongoing Support;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Ad Slicks;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 5
https://www.entrepreneur.com/franchises/realpropertymanagement/333990,148,Real Property Management,Property management,#148 Franchise 500,"$79,875 ","$103,875 ",+4.4% +12 UNITS,+13.2% +36 UNITS,1986,2005 (11 Years),"1455 W. 2200 South, #300 Salt Lake City, UT 84119",Lukas Krause,Property Management Business Solutions LLC,"Real Property Management;In 1983, Kirk McGary and two friends began offering residential property management services in order to make money while attending college. Shortly after McGary graduated, his father was laid off, and McGary suggested that they start a property management company together. The company, which began franchising in 2004, offers residential and commercial property management services including marketing, leasing, maintenance, collections, evictions, accounting, inspections and legal compliance.",,"$80,000 ","$40,000 ",Real Property Management offers in-house financing to cover the following: franchise fee,10% off franchise fee,,143,159,,"Training at headquarters: 4 days;Additional Training: Online training, 7 weeks, ongoing advanced training;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Internet;Marketing Support;Ad Slicks;Regional Media;National Media;Number of employees required to run: 2 - 3"
https://www.entrepreneur.com/franchises/mintconditionfranchisinginc/327878,149,Mint Condition Franchising Inc.,"Commercial cleaning, building maintenance",#149 Franchise 500,"$4,890 ","$45,400 ",+9.6% +30 UNITS,+12.2% +38 UNITS,1996,1996 (20 Years),"1057 Red Ventures Dr., #165 Fort Mill, SC 29707",Jack Saumby,,"Mint Condition Franchising Inc.;After gaining experience in the cleaning business as a partner in a Houston, Texas, building maintenance company, Jack Saumby moved to Charlotte, South Carolina, in 1987 and, along with his wife Marcy, started his own commercial cleaning company, Maintenance World.;In 1996, he launched Mint Condition Franchising. The first franchisees were some of his own Maintenance World employees, and Maintenance World was converted into a Mint Condition franchise as well.",,"$1,000 - $6,000","$3,000 - $22,000","Mint Condition Franchising Inc. offers in-house financing to cover the following: franchise fee, equipment",,,146,389,in the following regions/states;See List,Training Onsite: 1 day;Training at headquarters: 1 day;Additional Training: At master franchise location;Ongoing Support;Meetings;Toll-Free Line;Field Operations
https://www.entrepreneur.com/franchises/synergyhomecare/321452,150,Synergy HomeCare,Nonmedical home care,#150 Franchise 500,"$35,425 ","$149,400 ",+10.0% +31 UNITS,+16.7% +52 UNITS,2001,2005 (11 Years),"1757 E. Baseline Rd., Bldg. 6, #124 Gilbert, AZ 85233",Peter Tourian,,"Synergy HomeCare;Synergy HomeCare is a franchise opportunity founded by Peter Tourian. Based in Gilbert, Arizona, Synergy HomeCare provides in-home, nonmedical care to individuals requiring daily living assistance.","$300,000 ","$50,000 ","$24,750 - $49,500","Synergy HomeCare has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs","$2,000 off franchise fee",,150,407,,Training Onsite: 1 day;Training at headquarters: 5 days;Additional Training: Periodic visits;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;Regional Media;National Media
https://www.entrepreneur.com/franchises/schlotzskys/282778,151,Schlotzsky's,"Sandwiches, pizza, salads",#151 Franchise 500,"$503,814 ","$786,984 ",+2.0% +7 UNITS,+0.3% +1 UNITS,1971,1976 (40 Years),"5620 Glenridge Dr. Atlanta, GA 30342",Kelly Roddy,Focus Brands,"Schlotzsky's;Founded by Don and Dolores Dissman in 1971, Schlotzsky's serves meat, light and specialty sandwiches, along with pizzas, salads and soups. Today the company is a subsidiary of Focus Brands, which also franchises Carvel and Cinnabon.","$500,000 ","$250,000 ","$30,000 ","Schlotzsky's has relationships with third-party sources which offer financing to cover the following;startup costs, equipment, inventory","$10,000 off franchise fee",,137,322,worldwide,Training Onsite: 5 days;Training at headquarters: 4 weeks;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;Regional Media;National Media
https://www.entrepreneur.com/franchises/maidbrigade/282549,152,Maid Brigade,Residential cleaning,#152 Franchise 500,"$85,000 ","$124,000 ",,,1979,1980 (36 Years),"4 Concourse Pkwy., #200 Atlanta, GA 30328",Bart Puett,Maid Brigade Inc.,"Maid Brigade;Maid Brigade first offered professional cleaning services in 1979. The company began franchising the next year and now has locations nationwide.;Franchisees offer traditional cleaning services, as well as special cleaning services like spring and fall cleaning projects, interior oven/refrigerator cleaning, silver polishing, fireplace cleaning and moving in/out services.","$50,000 ","$50,000 ","$25,000 - $40,000",Veteran Incentives;10% off franchise fee,10% off franchise fee,,64,299,worldwide,Training Onsite: 4 days;Training at headquarters: 5 days;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;National Media
https://www.entrepreneur.com/franchises/postalannex/282709,153,Postal Annex+,"Packing, shipping, postal, and business services",#153 Franchise 500,"$151,500 ","$224,450 ",+3.8% +10 UNITS,+3.8% +10 UNITS,1985,1986 (30 Years),"7580 Metropolitan Dr., #200 San Diego, CA 92108",Jack Lentz,Annex Brands Inc.,"Postal Annex+;While working as a consultant during retirement, Jack Lentz found a need for occasional access to copy and fax machines, packaging facilities and mail services. Frustrated when he couldn’t find a store that offered the services he needed, Lentz decided to open his own. In 1985, he opened the first PostalAnnex+ location near San Diego, California.;In addition to offering the business services Lentz required, PostalAnnex+ stores rent postal boxes and handle packaging and shipping. Stores also sell greeting cards and office supplies.","$200,000 ","$50,000 ","$29,950 ","Postal Annex+ has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment, inventory",20% off franchise fee,,99,286,worldwide,Training Onsite: 4 days;Training at headquarters: 10 days;Additional Training: At regional conferences;Ongoing Support;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 3
https://www.entrepreneur.com/franchises/thejointcorp/334001,154,The Joint Corp.,Chiropractic services,#154 Franchise 500,"$216,200 ","$331,700 ",+16.5% +44 UNITS,+34.2% +91 UNITS,1999,2003 (13 Years),"16767 N. Perimeter Dr., #240 Scottsdale, AZ 85260",Peter Holt,,"The Joint Corp.;Based in Scottsdale, Arizona, The Joint Corp. began franchising chiropractic clinics in 2003. Each location offers walk-in chiropractic adjustments, with no insurance necessary, as well as a membership program for patients to receive routine chiropractic care.","$500,000 ","$250,000 ","$39,900 ","The Joint Corp. has relationships with third-party sources which offer financing to cover the following;startup costs, equipment, inventory, accounts receivable, payroll",15% off franchise fee,,154,285,throughout the U.S.,Training Onsite: 3 days;Training at headquarters: 3 days;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;Regional Media;National Media;Absentee Ownership Allowed;Number of employees required to run: 3 - 5
https://www.entrepreneur.com/franchises/pauldavisrestoration/282669,155,Paul Davis Restoration,Insurance restoration,#155 Franchise 500,"$188,240 ","$391,077 ",,+20.4% +53 UNITS,1966,1970 (46 Years),"7251 Salisbury Rd., #6 Jacksonville, FL 32256",Rich Wilson,Paul W. Davis Systems Inc.,"Paul Davis Restoration;Paul Davis Restoration, founded in 1966 in Jacksonville, Florida, began franchising in 1970. Franchisees offer insurance restoration and remodeling services, including mold remediation, smoke containment and cleanup, water extraction and construction, to residential and commercial clients.","$300,000 ","$150,000 ","$75,000 ",Paul Davis Restoration offers in-house financing to cover the following: franchise fee,"$10,000 off franchise fee",,155,359,,Training Onsite: 7 days;Training at headquarters: 24 days;Additional Training: Follow-up training at 6-month anniversary;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;National Media;Number of employees required to run: 2 - 20
https://www.entrepreneur.com/franchises/cellairisfranchiseinc/334196,156,Cellairis Franchise Inc.,Cellphone and wireless-device accessories and repairs,#156 Franchise 500,"$52,425 ","$330,000 ",,,2000,2006 (10 Years),"6485 Shiloh Rd., #B-100 Alpharetta, GA 30005",Taki Skouras,JJT Holdings LLC,"Cellairis Franchise Inc.;College friends Taki Skouras, Joseph Brown and Jaime Brown opened their first wireless-accessories mall kiosk in 2000 after graduating. They opened their second location just 30 days later and continued to expand with the help of family and friends before officially beginning to franchise in 2006. Cellairis kiosks sell cell phone covers, chargers and other accessories, many manufactured by the company. Now the company is expanding beyond kiosks to in-line stores that will also offer smartphone repairs.",,,"$7,500 - $30,000",Veteran Incentives;20% off franchise fee,20% off franchise fee,,66,156,worldwide,Training at headquarters: 5 days;Ongoing Support;Newsletter;Toll-Free Line;Absentee Ownership Allowed;Number of employees required to run: 3
https://www.entrepreneur.com/franchises/tutordoctor/329461,157,Tutor Doctor,Tutoring,#157 Franchise 500,"$68,500 ","$141,400 ",+11.1% +50 UNITS,+11.3% +51 UNITS,2000,2003 (13 Years),"20 A Voyager Court South Toronto, ON M9W 5M7",Frank Milner,,"Tutor Doctor;Tutor Doctor franchises offer in-home, one-on-one tutoring for students from kindergarten through college. Tutors tailor their teaching to each student's homework and sometimes work collaboratively with the students' teachers. The Ontario-based company was founded in 2000 and began franchising in 2003.","$75,000 - $100,000","$50,000 ","$44,700 - $59,700","Tutor Doctor has relationships with third-party sources which offer financing to cover the following;franchise fee, startup costs, equipment, inventory, accounts receivable, payroll","$5,000 off regional territory franchise fee ($49,700)",,107,492,,"Training Onsite: 3 days;Training at headquarters: 10 days;Additional Training: E-learning, 80 hours, post-training, 12 weeks;Ongoing Support;Purchasing Co-ops;Newsletter;Meetings;Toll-Free Line;Grand Opening;Internet;Security;Field Operations;Marketing Support;Co-op Advertising;Ad Slicks;Regional Media;National Media"
